Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category,Meters_To_Remove,Estimated_Bookings_To_Move,Overbooking_Severity
Travemünde,Trelleborg,2024-03-31,06:00,SHIP_03,169,111,38,5,11,4,2386.2,1523.1,184,133,2100,230,0.2248520710059171,0.7252857142857142,1.136285714285714,True,286.1999999999998,576.9000000000001,Overbooked,286.1999999999998,20,Medium
Trelleborg,Rostock,2025-03-16,08:00,SHIP_04,179,110,41,8,10,10,2485.3,1517.1,211,141,2200,250,0.2290502793296089,0.689590909090909,1.1296818181818182,True,285.3000000000002,682.9000000000001,Overbooked,285.3000000000002,20,Medium
Trelleborg,Travemünde,2025-04-25,14:00,SHIP_03,173,115,37,8,6,7,2383.9,1547.8,197,137,2100,230,0.2138728323699422,0.7370476190476191,1.1351904761904763,True,283.9000000000001,552.2,Overbooked,283.9000000000001,20,Medium
Trelleborg,Swinoujscie,2024-10-18,08:00,SHIP_02,159,99,39,7,7,7,2282.3,1412.5,186,121,2000,220,0.2452830188679245,0.70625,1.14115,True,282.3000000000002,587.5,Overbooked,282.3000000000002,20,Medium
Rostock,Klaipeda,2024-11-07,08:00,SHIP_05,187,119,51,6,4,7,2679.5,1677.7,210,137,2400,280,0.2727272727272727,0.6990416666666667,1.116458333333333,True,279.5,722.3,Overbooked,279.5,20,Medium
Klaipeda,Rostock,2025-10-17,14:00,SHIP_02,164,107,40,8,8,1,2278.4,1464.4,192,131,2000,220,0.2439024390243902,0.7322000000000001,1.1392,True,278.4000000000001,535.5999999999999,Overbooked,278.4000000000001,20,Medium
Rostock,Trelleborg,2024-04-10,08:00,SHIP_02,168,97,49,10,9,3,2276.0,1281.3,204,127,2000,220,0.2916666666666667,0.6406499999999999,1.138,True,276.0,718.7,Overbooked,276.0,20,Medium
Trelleborg,Travemünde,2024-12-06,22:00,SHIP_03,169,99,42,11,11,6,2376.0,1384.8,207,139,2100,230,0.2485207100591716,0.6594285714285714,1.1314285714285717,True,276.0,715.2,Overbooked,276.0,20,Medium
Trelleborg,Rostock,2025-04-27,06:00,SHIP_01,143,78,44,5,7,9,2072.9,1085.8,157,91,1800,180,0.3076923076923077,0.6032222222222222,1.1516111111111111,True,272.9000000000001,714.2,Overbooked,272.9000000000001,19,Medium
Trelleborg,Swinoujscie,2025-05-03,14:00,SHIP_03,172,100,51,8,8,5,2369.3,1353.0,193,118,2100,230,0.2965116279069767,0.6442857142857142,1.1282380952380953,True,269.3000000000002,747.0,Overbooked,269.3000000000002,19,Medium
Klaipeda,Travemünde,2024-08-09,06:00,SHIP_02,163,105,40,4,10,4,2268.8,1412.1,184,129,2000,220,0.2453987730061349,0.70605,1.1344,True,268.8000000000002,587.9000000000001,Overbooked,268.8000000000002,19,Medium
Klaipeda,Rostock,2025-11-17,18:00,SHIP_01,146,87,39,6,9,5,2061.0,1224.2,168,115,1800,180,0.2671232876712329,0.6801111111111111,1.145,True,261.0,575.8,Overbooked,261.0,19,Medium
Rostock,Trelleborg,2025-08-06,10:00,SHIP_01,149,95,33,6,13,2,2060.8,1239.8,172,125,1800,180,0.2214765100671141,0.6887777777777777,1.144888888888889,True,260.8000000000002,560.2,Overbooked,260.8000000000002,19,Medium
Klaipeda,Rostock,2025-01-22,14:00,SHIP_01,147,84,43,5,10,5,2058.6,1196.2,174,109,1800,180,0.2925170068027211,0.6645555555555556,1.1436666666666666,True,258.5999999999999,603.8,Overbooked,258.5999999999999,18,Medium
Rostock,Trelleborg,2024-09-04,14:00,SHIP_05,191,119,41,12,15,4,2653.2,1632.6,219,152,2400,280,0.2146596858638743,0.6802499999999999,1.1055,True,253.19999999999985,767.4000000000001,Overbooked,253.19999999999985,18,Medium
Klaipeda,Rostock,2024-07-21,18:00,SHIP_02,157,101,37,6,7,6,2250.7,1359.8,178,121,2000,220,0.2356687898089172,0.6799,1.12535,True,250.69999999999985,640.2,Overbooked,250.69999999999985,18,Medium
Trelleborg,Travemünde,2025-04-15,14:00,SHIP_05,187,115,48,4,14,6,2650.1,1569.3,220,153,2400,280,0.2566844919786096,0.653875,1.1042083333333332,True,250.0999999999999,830.7,Overbooked,250.0999999999999,18,Medium
Travemünde,Klaipeda,2025-08-23,06:00,SHIP_05,186,106,52,9,14,5,2647.5,1532.9,218,138,2400,280,0.2795698924731182,0.6387083333333333,1.103125,True,247.5,867.0999999999999,Overbooked,247.5,18,Medium
Travemünde,Trelleborg,2024-11-03,18:00,SHIP_03,166,92,56,3,12,3,2345.3,1253.3,193,121,2100,230,0.3373493975903614,0.5968095238095238,1.116809523809524,True,245.30000000000015,846.7,Overbooked,245.30000000000015,18,Medium
Klaipeda,Rostock,2025-07-07,22:00,SHIP_03,164,96,47,5,10,6,2345.1,1350.0,194,125,2100,230,0.2865853658536585,0.6428571428571429,1.1167142857142858,True,245.0999999999999,750.0,Overbooked,245.0999999999999,18,Medium
Travemünde,Trelleborg,2025-03-17,18:00,SHIP_01,148,92,39,6,6,5,2044.5,1242.6,171,114,1800,180,0.2635135135135135,0.6903333333333332,1.1358333333333333,True,244.5,557.4000000000001,Overbooked,244.5,17,Medium
Trelleborg,Swinoujscie,2024-02-22,06:00,SHIP_05,185,104,54,10,10,7,2639.9,1418.8,206,127,2400,280,0.2918918918918919,0.5911666666666666,1.0999583333333334,True,239.9000000000001,981.2,Overbooked,239.9000000000001,17,Medium
Rostock,Klaipeda,2025-04-29,10:00,SHIP_05,188,113,53,13,5,4,2638.9,1590.3,222,138,2400,280,0.2819148936170212,0.662625,1.0995416666666666,True,238.9000000000001,809.7,Overbooked,238.9000000000001,17,Medium
Travemünde,Klaipeda,2024-08-20,18:00,SHIP_02,168,107,43,10,5,3,2237.4,1414.7,192,125,2000,220,0.2559523809523809,0.70735,1.1187,True,237.4000000000001,585.3,Overbooked,237.4000000000001,17,Medium
Swinoujscie,Trelleborg,2025-08-23,10:00,SHIP_01,143,83,40,9,8,3,2037.1,1157.1,169,104,1800,180,0.2797202797202797,0.6428333333333333,1.131722222222222,True,237.0999999999999,642.9000000000001,Overbooked,237.0999999999999,17,Medium
Klaipeda,Travemünde,2024-01-09,14:00,SHIP_05,184,113,52,5,9,5,2635.1,1556.7,219,144,2400,280,0.2826086956521739,0.648625,1.0979583333333334,True,235.0999999999999,843.3,Overbooked,235.0999999999999,17,Medium
Trelleborg,Swinoujscie,2025-04-09,22:00,SHIP_04,175,104,48,12,7,4,2434.7,1420.5,211,132,2200,250,0.2742857142857143,0.6456818181818181,1.106681818181818,True,234.69999999999985,779.5,Overbooked,234.69999999999985,17,Medium
Rostock,Trelleborg,2024-03-07,06:00,SHIP_02,160,89,55,7,6,3,2233.7,1248.5,181,107,2000,220,0.34375,0.62425,1.11685,True,233.69999999999985,751.5,Overbooked,233.69999999999985,17,Medium
Rostock,Trelleborg,2025-02-15,10:00,SHIP_05,193,104,58,9,16,6,2633.6,1358.2,223,138,2400,280,0.3005181347150259,0.5659166666666667,1.0973333333333333,True,233.5999999999999,1041.8,Overbooked,233.5999999999999,17,Medium
Trelleborg,Travemünde,2025-01-19,10:00,SHIP_05,190,105,59,11,10,5,2630.8,1433.1,216,128,2400,280,0.3105263157894737,0.597125,1.0961666666666667,True,230.80000000000015,966.9,Overbooked,230.80000000000015,16,Medium
Trelleborg,Swinoujscie,2024-01-05,14:00,SHIP_04,174,110,48,3,11,2,2429.1,1499.9,196,139,2200,250,0.2758620689655172,0.6817727272727273,1.1041363636363637,True,229.0999999999999,700.0999999999999,Overbooked,229.0999999999999,16,Medium
Trelleborg,Rostock,2025-10-16,10:00,SHIP_01,142,89,35,7,8,3,2028.1,1293.2,155,110,1800,180,0.2464788732394366,0.7184444444444444,1.1267222222222222,True,228.0999999999999,506.8,Overbooked,228.0999999999999,16,Medium
Travemünde,Klaipeda,2024-09-28,10:00,SHIP_05,188,110,52,8,15,3,2628.0,1540.4,221,148,2400,280,0.2765957446808511,0.6418333333333334,1.095,True,228.0,859.5999999999999,Overbooked,228.0,16,Medium
Swinoujscie,Trelleborg,2025-02-18,06:00,SHIP_05,186,108,51,7,15,5,2627.7,1468.4,220,140,2400,280,0.2741935483870967,0.6118333333333333,1.0948749999999998,True,227.69999999999985,931.6,Overbooked,227.69999999999985,16,Medium
Swinoujscie,Trelleborg,2025-11-23,08:00,SHIP_04,169,106,42,7,9,5,2427.5,1493.2,200,136,2200,250,0.2485207100591716,0.6787272727272727,1.103409090909091,True,227.5,706.8,Overbooked,227.5,16,Medium
Klaipeda,Rostock,2025-12-01,22:00,SHIP_04,170,102,40,9,13,6,2427.1,1454.5,186,125,2200,250,0.2352941176470588,0.6611363636363636,1.1032272727272727,True,227.0999999999999,745.5,Overbooked,227.0999999999999,16,Medium
Travemünde,Trelleborg,2025-04-29,08:00,SHIP_01,145,77,45,6,11,6,2026.1,1028.8,167,99,1800,180,0.3103448275862069,0.5715555555555555,1.1256111111111111,True,226.0999999999999,771.2,Overbooked,226.0999999999999,16,Medium
Klaipeda,Rostock,2025-01-12,18:00,SHIP_04,161,98,45,7,7,4,2425.1,1417.2,183,120,2200,250,0.2795031055900621,0.6441818181818182,1.1023181818181818,True,225.0999999999999,782.8,Overbooked,225.0999999999999,16,Medium
Trelleborg,Travemünde,2024-01-23,14:00,SHIP_04,179,114,44,2,13,6,2424.3,1536.2,202,146,2200,250,0.2458100558659217,0.6982727272727273,1.1019545454545456,True,224.30000000000015,663.8,Overbooked,224.30000000000015,16,Medium
Trelleborg,Swinoujscie,2024-05-11,08:00,SHIP_04,173,103,48,5,12,5,2423.7,1399.8,201,131,2200,250,0.2774566473988439,0.6362727272727272,1.1016818181818182,True,223.69999999999985,800.2,Overbooked,223.69999999999985,16,Medium
Trelleborg,Travemünde,2024-11-05,18:00,SHIP_05,189,117,46,8,13,5,2623.3,1567.2,211,145,2400,280,0.2433862433862433,0.653,1.0930416666666667,True,223.30000000000015,832.8,Overbooked,223.30000000000015,16,Medium
Trelleborg,Travemünde,2024-06-04,08:00,SHIP_05,187,117,46,4,10,10,2622.9,1588.6,215,149,2400,280,0.2459893048128342,0.6619166666666666,1.092875,True,222.9000000000001,811.4000000000001,Overbooked,222.9000000000001,16,Medium
Klaipeda,Travemünde,2025-08-11,22:00,SHIP_04,174,105,46,10,10,3,2422.6,1438.1,207,138,2200,250,0.264367816091954,0.6536818181818181,1.101181818181818,True,222.5999999999999,761.9000000000001,Overbooked,222.5999999999999,16,Medium
Rostock,Trelleborg,2024-05-21,06:00,SHIP_04,172,97,50,9,10,6,2421.5,1340.4,200,123,2200,250,0.2906976744186046,0.6092727272727273,1.100681818181818,True,221.5,859.5999999999999,Overbooked,221.5,16,Medium
Trelleborg,Swinoujscie,2025-09-13,08:00,SHIP_04,172,104,42,9,12,5,2421.1,1443.2,205,140,2200,250,0.2441860465116279,0.656,1.1005,True,221.0999999999999,756.8,Overbooked,221.0999999999999,16,Medium
Rostock,Trelleborg,2025-11-04,10:00,SHIP_04,177,111,44,7,11,4,2420.0,1498.1,203,140,2200,250,0.2485875706214689,0.6809545454545454,1.1,True,220.0,701.9000000000001,Overbooked,220.0,16,Medium
Klaipeda,Rostock,2025-07-15,08:00,SHIP_04,166,94,52,6,9,5,2419.7,1306.3,184,114,2200,250,0.3132530120481928,0.5937727272727272,1.0998636363636365,True,219.69999999999985,893.7,Overbooked,219.69999999999985,16,Medium
Trelleborg,Swinoujscie,2024-09-25,06:00,SHIP_04,173,122,36,5,7,3,2419.5,1664.6,197,145,2200,250,0.2080924855491329,0.7566363636363636,1.0997727272727271,True,219.5,535.4000000000001,Overbooked,219.5,16,Medium
Klaipeda,Travemünde,2024-11-20,22:00,SHIP_04,174,107,43,7,12,5,2419.2,1424.5,192,131,2200,250,0.2471264367816092,0.6475,1.0996363636363635,True,219.19999999999985,775.5,Overbooked,219.19999999999985,16,Medium
Travemünde,Trelleborg,2025-01-05,10:00,SHIP_04,174,112,44,6,8,4,2419.2,1555.1,202,141,2200,250,0.2528735632183908,0.7068636363636364,1.0996363636363635,True,219.19999999999985,644.9000000000001,Overbooked,219.19999999999985,16,Medium
Rostock,Klaipeda,2024-02-19,14:00,SHIP_01,144,79,46,4,10,5,2019.0,1068.7,174,105,1800,180,0.3194444444444444,0.5937222222222223,1.1216666666666666,True,219.0,731.3,Overbooked,219.0,16,Medium
Trelleborg,Swinoujscie,2024-03-15,06:00,SHIP_05,184,110,49,5,13,7,2618.8,1547.3,209,142,2400,280,0.266304347826087,0.6447083333333333,1.0911666666666668,True,218.80000000000015,852.7,Overbooked,218.80000000000015,16,Medium
Rostock,Trelleborg,2024-11-27,08:00,SHIP_03,172,100,54,6,10,2,2317.9,1311.1,200,123,2100,230,0.313953488372093,0.6243333333333333,1.1037619047619047,True,217.9000000000001,788.9000000000001,Overbooked,217.9000000000001,16,Medium
Trelleborg,Swinoujscie,2025-11-30,14:00,SHIP_04,172,118,42,6,3,3,2417.9,1629.2,198,143,2200,250,0.2441860465116279,0.7405454545454546,1.0990454545454549,True,217.9000000000001,570.8,Overbooked,217.9000000000001,16,Medium
Trelleborg,Travemünde,2025-01-23,08:00,SHIP_05,192,120,46,10,6,10,2617.9,1578.9,224,141,2400,280,0.2395833333333333,0.657875,1.0907916666666666,True,217.9000000000001,821.0999999999999,Overbooked,217.9000000000001,16,Medium
Swinoujscie,Trelleborg,2025-08-21,22:00,SHIP_03,167,97,43,8,9,10,2316.3,1310.7,185,119,2100,230,0.2574850299401197,0.6241428571428571,1.103,True,216.30000000000015,789.3,Overbooked,216.30000000000015,15,Medium
Klaipeda,Rostock,2024-08-14,10:00,SHIP_04,173,115,32,11,9,6,2416.1,1553.1,198,143,2200,250,0.1849710982658959,0.7059545454545454,1.0982272727272726,True,216.0999999999999,646.9000000000001,Overbooked,216.0999999999999,15,Medium
Klaipeda,Rostock,2024-02-27,14:00,SHIP_04,167,102,38,5,15,7,2413.9,1446.0,200,141,2200,250,0.2275449101796407,0.6572727272727272,1.0972272727272727,True,213.9000000000001,754.0,Overbooked,213.9000000000001,15,Medium
Trelleborg,Travemünde,2024-02-16,08:00,SHIP_04,169,101,45,5,9,9,2413.9,1385.1,195,128,2200,250,0.2662721893491124,0.6295909090909091,1.0972272727272727,True,213.9000000000001,814.9000000000001,Overbooked,213.9000000000001,15,Medium
Travemünde,Klaipeda,2025-04-22,22:00,SHIP_04,166,109,39,6,7,5,2413.6,1599.3,186,130,2200,250,0.2349397590361445,0.7269545454545454,1.0970909090909091,True,213.5999999999999,600.7,Overbooked,213.5999999999999,15,Medium
Travemünde,Trelleborg,2024-08-28,08:00,SHIP_04,178,116,48,6,7,1,2413.5,1534.3,204,144,2200,250,0.2696629213483146,0.6974090909090909,1.0970454545454544,True,213.5,665.7,Overbooked,213.5,15,Medium
Trelleborg,Rostock,2024-08-30,10:00,SHIP_04,177,104,46,11,9,7,2413.3,1400.0,200,127,2200,250,0.2598870056497175,0.6363636363636364,1.0969545454545455,True,213.30000000000015,800.0,Overbooked,213.30000000000015,15,Medium
Trelleborg,Travemünde,2024-09-18,08:00,SHIP_01,145,87,39,7,10,2,2012.8,1146.1,164,110,1800,180,0.2689655172413793,0.6367222222222222,1.1182222222222222,True,212.79999999999995,653.9000000000001,Overbooked,212.79999999999995,15,Medium
Rostock,Trelleborg,2024-05-06,10:00,SHIP_03,171,106,41,7,13,4,2312.7,1398.1,200,139,2100,230,0.239766081871345,0.6657619047619047,1.1012857142857142,True,212.69999999999985,701.9000000000001,Overbooked,212.69999999999985,15,Medium
Klaipeda,Travemünde,2025-12-08,14:00,SHIP_04,171,109,43,3,13,3,2412.4,1459.1,188,137,2200,250,0.2514619883040935,0.6632272727272727,1.0965454545454545,True,212.4000000000001,740.9000000000001,Overbooked,212.4000000000001,15,Medium
Klaipeda,Travemünde,2024-06-19,18:00,SHIP_03,169,96,50,5,13,5,2311.7,1292.9,194,125,2100,230,0.2958579881656805,0.6156666666666667,1.1008095238095237,True,211.69999999999985,807.0999999999999,Overbooked,211.69999999999985,15,Medium
Klaipeda,Travemünde,2025-05-03,14:00,SHIP_04,175,116,43,4,9,3,2411.1,1548.6,200,144,2200,250,0.2457142857142857,0.7039090909090908,1.0959545454545454,True,211.0999999999999,651.4000000000001,Overbooked,211.0999999999999,15,Medium
Travemünde,Trelleborg,2024-12-02,08:00,SHIP_03,169,105,45,5,6,8,2310.9,1404.9,200,131,2100,230,0.2662721893491124,0.669,1.1004285714285715,True,210.9000000000001,695.0999999999999,Overbooked,210.9000000000001,15,Medium
Rostock,Klaipeda,2025-11-17,18:00,SHIP_01,147,98,37,2,8,2,2010.7,1303.7,177,127,1800,180,0.2517006802721088,0.7242777777777778,1.1170555555555557,True,210.70000000000005,496.3,Overbooked,210.70000000000005,15,Medium
Travemünde,Trelleborg,2025-06-26,22:00,SHIP_03,166,104,45,3,11,3,2310.2,1386.2,187,130,2100,230,0.2710843373493976,0.6600952380952381,1.100095238095238,True,210.19999999999985,713.8,Overbooked,210.19999999999985,15,Medium
Trelleborg,Rostock,2025-08-30,06:00,SHIP_03,166,89,53,6,16,2,2309.8,1203.1,192,123,2100,230,0.3192771084337349,0.5729047619047619,1.099904761904762,True,209.80000000000015,896.9000000000001,Overbooked,209.80000000000015,15,Medium
Klaipeda,Travemünde,2024-07-24,22:00,SHIP_03,165,98,48,5,8,6,2309.8,1356.9,193,123,2100,230,0.2909090909090909,0.6461428571428572,1.099904761904762,True,209.80000000000015,743.0999999999999,Overbooked,209.80000000000015,15,Medium
Klaipeda,Travemünde,2024-02-12,14:00,SHIP_04,184,114,45,9,6,10,2409.6,1450.1,221,145,2200,250,0.2445652173913043,0.6591363636363636,1.0952727272727272,True,209.5999999999999,749.9000000000001,Overbooked,209.5999999999999,15,Medium
Klaipeda,Rostock,2025-12-08,22:00,SHIP_03,166,102,44,5,14,1,2309.1,1343.5,190,131,2100,230,0.2650602409638554,0.6397619047619048,1.0995714285714284,True,209.0999999999999,756.5,Overbooked,209.0999999999999,15,Medium
Rostock,Trelleborg,2025-01-26,18:00,SHIP_05,183,115,49,7,7,5,2609.0,1617.8,211,140,2400,280,0.2677595628415301,0.6740833333333334,1.0870833333333334,True,209.0,782.2,Overbooked,209.0,15,Medium
Klaipeda,Travemünde,2024-10-19,06:00,SHIP_03,165,112,35,1,11,6,2307.2,1539.6,186,139,2100,230,0.2121212121212121,0.7331428571428571,1.098666666666667,True,207.19999999999985,560.4000000000001,Overbooked,207.19999999999985,15,Medium
Trelleborg,Travemünde,2025-07-30,08:00,SHIP_04,173,96,45,8,18,6,2407.0,1313.7,198,132,2200,250,0.2601156069364161,0.5971363636363637,1.094090909090909,True,207.0,886.3,Overbooked,207.0,15,Medium
Rostock,Trelleborg,2024-07-09,06:00,SHIP_04,174,116,38,5,9,6,2406.5,1571.8,193,140,2200,250,0.2183908045977011,0.7144545454545455,1.0938636363636365,True,206.5,628.2,Overbooked,206.5,15,Medium
Travemünde,Klaipeda,2025-08-20,10:00,SHIP_03,166,102,44,4,10,6,2306.2,1389.4,193,128,2100,230,0.2650602409638554,0.6616190476190477,1.0981904761904762,True,206.19999999999985,710.5999999999999,Overbooked,206.19999999999985,15,Medium
Klaipeda,Travemünde,2025-08-19,14:00,SHIP_04,172,103,46,7,11,5,2405.8,1425.6,196,131,2200,250,0.2674418604651162,0.6479999999999999,1.0935454545454546,True,205.80000000000015,774.4000000000001,Overbooked,205.80000000000015,15,Medium
Rostock,Klaipeda,2024-09-06,06:00,SHIP_03,162,101,41,7,7,6,2305.6,1380.5,181,122,2100,230,0.2530864197530864,0.6573809523809524,1.097904761904762,True,205.5999999999999,719.5,Overbooked,205.5999999999999,15,Medium
Swinoujscie,Trelleborg,2024-07-28,10:00,SHIP_05,188,114,45,6,19,4,2604.5,1497.4,210,146,2400,280,0.2393617021276596,0.6239166666666667,1.085208333333333,True,204.5,902.6,Overbooked,204.5,15,Medium
Rostock,Trelleborg,2025-07-28,14:00,SHIP_04,170,100,48,6,12,4,2404.3,1419.1,198,130,2200,250,0.2823529411764706,0.6450454545454545,1.0928636363636364,True,204.30000000000015,780.9000000000001,Overbooked,204.30000000000015,15,Medium
Klaipeda,Travemünde,2025-06-04,18:00,SHIP_01,144,87,43,4,9,1,2003.6,1172.4,163,110,1800,180,0.2986111111111111,0.6513333333333334,1.1131111111111112,True,203.5999999999999,627.5999999999999,Overbooked,203.5999999999999,15,Medium
Swinoujscie,Trelleborg,2024-02-29,22:00,SHIP_04,169,107,36,10,13,3,2403.3,1474.7,202,144,2200,250,0.2130177514792899,0.6703181818181818,1.0924090909090909,True,203.30000000000015,725.3,Overbooked,203.30000000000015,15,Medium
Trelleborg,Rostock,2024-09-24,14:00,SHIP_02,157,94,45,9,7,2,2203.0,1292.6,184,121,2000,220,0.286624203821656,0.6463,1.1015,True,203.0,707.4000000000001,Overbooked,203.0,14,Medium
Rostock,Klaipeda,2025-11-13,08:00,SHIP_02,155,107,31,4,10,3,2202.7,1498.9,184,134,2000,220,0.2,0.7494500000000001,1.1013499999999998,True,202.69999999999985,501.0999999999999,Overbooked,202.69999999999985,14,Medium
Travemünde,Klaipeda,2025-10-17,06:00,SHIP_05,184,106,61,7,8,2,2602.4,1443.7,215,137,2400,280,0.3315217391304347,0.6015416666666666,1.0843333333333334,True,202.4000000000001,956.3,Overbooked,202.4000000000001,14,Medium
Travemünde,Trelleborg,2025-06-23,18:00,SHIP_04,171,108,47,5,6,5,2402.2,1518.9,204,137,2200,250,0.2748538011695906,0.690409090909091,1.0919090909090907,True,202.19999999999985,681.0999999999999,Overbooked,202.19999999999985,14,Medium
Travemünde,Trelleborg,2024-08-20,10:00,SHIP_05,191,119,50,5,14,3,2602.0,1570.8,207,145,2400,280,0.2617801047120419,0.6545,1.0841666666666667,True,202.0,829.2,Overbooked,202.0,14,Medium
Swinoujscie,Trelleborg,2024-01-19,08:00,SHIP_05,187,95,62,5,18,7,2601.8,1268.5,218,133,2400,280,0.3315508021390374,0.5285416666666667,1.0840833333333335,True,201.80000000000015,1131.5,Overbooked,201.80000000000015,14,Medium
Rostock,Trelleborg,2025-07-13,22:00,SHIP_05,185,113,43,13,9,7,2601.2,1558.0,222,150,2400,280,0.2324324324324324,0.6491666666666667,1.0838333333333332,True,201.19999999999985,842.0,Overbooked,201.19999999999985,14,Medium
Rostock,Klaipeda,2024-12-04,22:00,SHIP_02,161,98,40,2,15,6,2201.1,1303.4,186,129,2000,220,0.2484472049689441,0.6517000000000001,1.10055,True,201.0999999999999,696.5999999999999,Overbooked,201.0999999999999,14,Medium
Travemünde,Trelleborg,2024-01-03,18:00,SHIP_03,166,107,45,5,4,5,2301.0,1435.3,188,126,2100,230,0.2710843373493976,0.6834761904761905,1.0957142857142856,True,201.0,664.7,Overbooked,201.0,14,Medium
Klaipeda,Rostock,2024-11-26,18:00,SHIP_02,160,92,44,6,13,5,2201.0,1229.4,183,119,2000,220,0.275,0.6147,1.1005,True,201.0,770.5999999999999,Overbooked,201.0,14,Medium
Travemünde,Klaipeda,2025-08-19,22:00,SHIP_04,178,110,39,6,16,7,2400.6,1393.5,216,154,2200,250,0.2191011235955056,0.6334090909090909,1.091181818181818,True,200.5999999999999,806.5,Overbooked,200.5999999999999,14,Medium
Trelleborg,Rostock,2025-11-07,08:00,SHIP_05,180,112,49,2,12,5,2600.4,1601.8,213,145,2400,280,0.2722222222222222,0.6674166666666667,1.0835,True,200.4000000000001,798.2,Overbooked,200.4000000000001,14,Medium
Trelleborg,Travemünde,2025-12-15,08:00,SHIP_05,186,114,49,7,10,6,2599.7,1557.3,206,140,2400,280,0.2634408602150537,0.648875,1.083208333333333,True,199.69999999999985,842.7,Overbooked,199.69999999999985,14,Medium
