Sailing ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total Meter,Total Head
S001393,Klaipeda,Travemünde,2024-12-07,14:00,SHIP_02,2000,220
S001394,Klaipeda,Travemünde,2024-07-17,18:00,SHIP_02,2000,220
S001395,Klaipeda,Travemünde,2025-09-28,10:00,SHIP_07,1900,200
S001396,Trelleborg,Travemünde,2024-07-18,10:00,SHIP_02,2000,220
S001397,Travemünde,Trelleborg,2024-01-14,14:00,SHIP_03,2200,250
S001398,Travemünde,Trelleborg,2025-05-23,10:00,SHIP_08,2300,260
S001399,Swinoujscie,Trelleborg,2024-07-25,10:00,SHIP_07,1900,200
S001400,Travemünde,Trelleborg,2024-08-06,22:00,SHIP_07,1900,200
S001401,Swinoujscie,Trelleborg,2024-09-11,10:00,SHIP_08,2300,260
S001402,Trelleborg,Swinoujscie,2024-12-05,18:00,SHIP_04,2400,280
S001403,Trelleborg,Rostock,2024-07-17,08:00,SHIP_08,2300,260
S001404,Rostock,Trelleborg,2025-07-27,18:00,SHIP_08,2300,260
S001405,Trelleborg,Travemünde,2024-09-03,08:00,SHIP_01,1800,180
S001406,Trelleborg,Rostock,2025-06-20,10:00,SHIP_03,2200,250
S001407,Trelleborg,Travemünde,2024-10-03,10:00,SHIP_04,2400,280
S001408,Rostock,Klaipeda,2025-09-14,08:00,SHIP_07,1900,200
S001409,Klaipeda,Travemünde,2025-09-05,06:00,SHIP_04,2400,280
S001410,Rostock,Trelleborg,2024-02-24,22:00,SHIP_04,2400,280
S001411,Travemünde,Trelleborg,2024-03-07,08:00,SHIP_06,2100,230
S001412,Rostock,Klaipeda,2025-03-13,22:00,SHIP_08,2300,260
S001413,Rostock,Klaipeda,2025-02-01,06:00,SHIP_08,2300,260
S001414,Klaipeda,Travemünde,2024-03-08,08:00,SHIP_02,2000,220
S001415,Swinoujscie,Trelleborg,2025-05-05,10:00,SHIP_01,1800,180
S001416,Rostock,Trelleborg,2025-09-30,06:00,SHIP_06,2100,230
S001417,Travemünde,Klaipeda,2024-06-06,18:00,SHIP_03,2200,250
S001418,Trelleborg,Swinoujscie,2025-09-15,08:00,SHIP_07,1900,200
S001419,Travemünde,Trelleborg,2024-07-21,08:00,SHIP_07,1900,200
S001420,Rostock,Klaipeda,2025-12-20,14:00,SHIP_08,2300,260
S001421,Trelleborg,Swinoujscie,2024-03-26,14:00,SHIP_05,2600,300
S001422,Trelleborg,Swinoujscie,2025-11-08,06:00,SHIP_08,2300,260
S001423,Klaipeda,Rostock,2025-11-16,08:00,SHIP_05,2600,300
S001424,Travemünde,Klaipeda,2025-09-01,14:00,SHIP_02,2000,220
S001425,Rostock,Trelleborg,2025-02-20,22:00,SHIP_06,2100,230
S001426,Trelleborg,Rostock,2025-01-13,08:00,SHIP_05,2600,300
S001427,Travemünde,Trelleborg,2025-06-23,14:00,SHIP_01,1800,180
S001428,Travemünde,Trelleborg,2025-03-30,06:00,SHIP_06,2100,230
S001429,Travemünde,Trelleborg,2025-08-14,18:00,SHIP_05,2600,300
S001430,Rostock,Klaipeda,2025-03-28,18:00,SHIP_05,2600,300
S001431,Travemünde,Klaipeda,2025-11-19,22:00,SHIP_08,2300,260
S001432,Rostock,Trelleborg,2024-05-15,14:00,SHIP_08,2300,260
S001433,Rostock,Trelleborg,2024-10-14,06:00,SHIP_03,2200,250
S001434,Rostock,Trelleborg,2024-12-04,22:00,SHIP_08,2300,260
S001435,Trelleborg,Swinoujscie,2025-09-01,18:00,SHIP_03,2200,250
S001436,Klaipeda,Rostock,2025-03-12,22:00,SHIP_07,1900,200
S001437,Trelleborg,Swinoujscie,2024-09-15,22:00,SHIP_01,1800,180
S001438,Travemünde,Trelleborg,2025-10-07,06:00,SHIP_02,2000,220
S001439,Rostock,Klaipeda,2024-03-17,14:00,SHIP_06,2100,230
S001440,Swinoujscie,Trelleborg,2024-03-08,08:00,SHIP_01,1800,180
S001441,Trelleborg,Swinoujscie,2025-10-16,18:00,SHIP_04,2400,280
S001442,Rostock,Klaipeda,2024-06-09,22:00,SHIP_08,2300,260
S001443,Rostock,Klaipeda,2025-02-02,14:00,SHIP_08,2300,260
S001444,Trelleborg,Swinoujscie,2025-02-02,18:00,SHIP_01,1800,180
S001445,Rostock,Klaipeda,2025-04-18,08:00,SHIP_02,2000,220
S001446,Klaipeda,Rostock,2024-08-19,08:00,SHIP_08,2300,260
S001447,Travemünde,Klaipeda,2024-11-27,06:00,SHIP_08,2300,260
S001448,Travemünde,Trelleborg,2025-04-11,18:00,SHIP_07,1900,200
S001449,Travemünde,Klaipeda,2024-03-02,14:00,SHIP_08,2300,260
S001450,Klaipeda,Rostock,2025-11-09,08:00,SHIP_07,1900,200
S001451,Rostock,Trelleborg,2025-07-29,10:00,SHIP_01,1800,180
S001452,Swinoujscie,Trelleborg,2024-01-24,14:00,SHIP_04,2400,280
S001453,Klaipeda,Rostock,2024-10-03,10:00,SHIP_07,1900,200
S001454,Swinoujscie,Trelleborg,2024-10-01,14:00,SHIP_03,2200,250
S001455,Trelleborg,Swinoujscie,2025-07-09,18:00,SHIP_05,2600,300
S001456,Swinoujscie,Trelleborg,2024-01-08,08:00,SHIP_02,2000,220
S001457,Rostock,Trelleborg,2024-03-02,14:00,SHIP_01,1800,180
S001458,Trelleborg,Swinoujscie,2025-06-22,18:00,SHIP_04,2400,280
S001459,Travemünde,Klaipeda,2024-03-23,10:00,SHIP_01,1800,180
S001460,Klaipeda,Rostock,2024-12-23,06:00,SHIP_02,2000,220
S001461,Travemünde,Klaipeda,2025-08-17,22:00,SHIP_05,2600,300
S001462,Rostock,Trelleborg,2025-10-22,18:00,SHIP_07,1900,200
S001463,Klaipeda,Rostock,2024-05-09,08:00,SHIP_05,2600,300
S001464,Klaipeda,Travemünde,2025-07-02,18:00,SHIP_05,2600,300
S001465,Trelleborg,Swinoujscie,2024-05-03,14:00,SHIP_04,2400,280
S001466,Swinoujscie,Trelleborg,2025-07-09,10:00,SHIP_05,2600,300
S001467,Trelleborg,Travemünde,2025-11-20,14:00,SHIP_06,2100,230
S001468,Travemünde,Klaipeda,2025-05-18,10:00,SHIP_07,1900,200
S001469,Trelleborg,Swinoujscie,2025-12-29,22:00,SHIP_01,1800,180
S001470,Trelleborg,Rostock,2024-08-29,06:00,SHIP_05,2600,300
S001471,Travemünde,Trelleborg,2025-06-26,06:00,SHIP_06,2100,230
S001472,Klaipeda,Rostock,2024-12-30,06:00,SHIP_04,2400,280
S001473,Swinoujscie,Trelleborg,2024-09-02,08:00,SHIP_03,2200,250
S001474,Travemünde,Klaipeda,2025-11-04,10:00,SHIP_03,2200,250
S001475,Trelleborg,Swinoujscie,2025-11-15,10:00,SHIP_05,2600,300
S001476,Swinoujscie,Trelleborg,2025-08-09,08:00,SHIP_02,2000,220
S001477,Rostock,Trelleborg,2024-07-16,06:00,SHIP_08,2300,260
S001478,Trelleborg,Travemünde,2024-03-31,06:00,SHIP_06,2100,230
S001479,Trelleborg,Rostock,2024-10-08,06:00,SHIP_02,2000,220
S001480,Rostock,Trelleborg,2024-12-13,14:00,SHIP_06,2100,230
S001481,Travemünde,Trelleborg,2025-06-28,06:00,SHIP_01,1800,180
S001482,Klaipeda,Rostock,2025-06-01,10:00,SHIP_08,2300,260
S001483,Travemünde,Trelleborg,2024-06-16,14:00,SHIP_07,1900,200
S001484,Klaipeda,Travemünde,2024-09-20,10:00,SHIP_03,2200,250
S001485,Trelleborg,Travemünde,2024-04-28,14:00,SHIP_08,2300,260
S001486,Travemünde,Klaipeda,2024-12-10,08:00,SHIP_07,1900,200
S001487,Rostock,Klaipeda,2025-04-21,06:00,SHIP_03,2200,250
S001488,Travemünde,Klaipeda,2025-11-01,08:00,SHIP_08,2300,260
S001489,Klaipeda,Travemünde,2025-08-24,22:00,SHIP_07,1900,200
S001490,Rostock,Klaipeda,2025-07-05,14:00,SHIP_08,2300,260
S001491,Trelleborg,Rostock,2024-11-16,14:00,SHIP_03,2200,250
S001492,Trelleborg,Rostock,2024-06-17,08:00,SHIP_01,1800,180
S001493,Klaipeda,Rostock,2025-09-16,18:00,SHIP_01,1800,180
S001494,Klaipeda,Travemünde,2025-04-30,10:00,SHIP_04,2400,280
S001495,Rostock,Trelleborg,2025-02-05,18:00,SHIP_02,2000,220
S001496,Trelleborg,Rostock,2025-11-17,08:00,SHIP_08,2300,260
S001497,Travemünde,Trelleborg,2024-07-23,22:00,SHIP_08,2300,260
S001498,Swinoujscie,Trelleborg,2024-03-05,14:00,SHIP_04,2400,280
S001499,Trelleborg,Rostock,2025-05-09,14:00,SHIP_06,2100,230
S001500,Rostock,Klaipeda,2025-12-11,08:00,SHIP_02,2000,220
S001501,Trelleborg,Swinoujscie,2024-03-21,06:00,SHIP_08,2300,260
S001502,Rostock,Klaipeda,2024-05-21,06:00,SHIP_04,2400,280
S001503,Trelleborg,Rostock,2025-08-13,22:00,SHIP_04,2400,280
S001504,Travemünde,Trelleborg,2025-12-30,10:00,SHIP_01,1800,180
S001505,Klaipeda,Travemünde,2024-01-22,10:00,SHIP_05,2600,300
S001506,Swinoujscie,Trelleborg,2024-01-03,18:00,SHIP_05,2600,300
S001507,Rostock,Trelleborg,2024-04-04,18:00,SHIP_03,2200,250
S001508,Rostock,Trelleborg,2025-01-16,06:00,SHIP_05,2600,300
S001509,Klaipeda,Rostock,2024-05-12,10:00,SHIP_01,1800,180
S001510,Rostock,Trelleborg,2024-06-21,14:00,SHIP_03,2200,250
S001511,Travemünde,Klaipeda,2025-10-09,14:00,SHIP_08,2300,260
S001512,Travemünde,Trelleborg,2024-03-10,14:00,SHIP_05,2600,300
S001513,Trelleborg,Swinoujscie,2025-07-22,14:00,SHIP_06,2100,230
S001514,Travemünde,Klaipeda,2025-07-01,10:00,SHIP_07,1900,200
S001515,Klaipeda,Rostock,2024-01-29,18:00,SHIP_01,1800,180
S001516,Travemünde,Trelleborg,2024-05-07,14:00,SHIP_05,2600,300
S001517,Travemünde,Trelleborg,2025-09-12,22:00,SHIP_04,2400,280
S001518,Rostock,Trelleborg,2024-02-19,18:00,SHIP_03,2200,250
S001519,Klaipeda,Travemünde,2025-12-07,06:00,SHIP_08,2300,260
S001520,Travemünde,Trelleborg,2025-05-30,22:00,SHIP_04,2400,280
S001521,Travemünde,Trelleborg,2024-10-09,18:00,SHIP_06,2100,230
S001522,Swinoujscie,Trelleborg,2025-02-19,14:00,SHIP_08,2300,260
S001523,Klaipeda,Travemünde,2024-04-06,14:00,SHIP_06,2100,230
S001524,Trelleborg,Swinoujscie,2025-05-11,22:00,SHIP_04,2400,280
S001525,Travemünde,Klaipeda,2024-07-11,10:00,SHIP_06,2100,230
S001526,Trelleborg,Rostock,2025-11-03,10:00,SHIP_02,2000,220
S001527,Travemünde,Klaipeda,2024-09-09,08:00,SHIP_04,2400,280
S001528,Swinoujscie,Trelleborg,2025-02-22,06:00,SHIP_07,1900,200
S001529,Klaipeda,Rostock,2025-06-21,22:00,SHIP_01,1800,180
S001530,Travemünde,Trelleborg,2024-08-26,06:00,SHIP_07,1900,200
S001531,Rostock,Klaipeda,2025-11-01,08:00,SHIP_08,2300,260
S001532,Klaipeda,Travemünde,2024-09-30,18:00,SHIP_08,2300,260
S001533,Klaipeda,Travemünde,2024-06-26,22:00,SHIP_02,2000,220
S001534,Rostock,Trelleborg,2024-01-26,06:00,SHIP_07,1900,200
S001535,Klaipeda,Rostock,2024-03-11,10:00,SHIP_07,1900,200
S001536,Swinoujscie,Trelleborg,2024-06-15,08:00,SHIP_03,2200,250
S001537,Swinoujscie,Trelleborg,2025-09-29,10:00,SHIP_03,2200,250
S001538,Swinoujscie,Trelleborg,2025-03-23,08:00,SHIP_02,2000,220
S001539,Travemünde,Trelleborg,2024-11-12,22:00,SHIP_01,1800,180
S001540,Rostock,Klaipeda,2025-11-27,06:00,SHIP_04,2400,280
S001541,Travemünde,Trelleborg,2024-02-17,10:00,SHIP_04,2400,280
S001542,Klaipeda,Rostock,2025-02-26,10:00,SHIP_05,2600,300
S001543,Travemünde,Klaipeda,2024-07-08,18:00,SHIP_08,2300,260
S001544,Rostock,Trelleborg,2024-07-08,22:00,SHIP_02,2000,220
S001545,Travemünde,Trelleborg,2025-10-23,14:00,SHIP_07,1900,200
S001546,Rostock,Trelleborg,2024-08-11,14:00,SHIP_08,2300,260
S001547,Swinoujscie,Trelleborg,2025-01-03,18:00,SHIP_05,2600,300
S001548,Klaipeda,Travemünde,2025-10-08,22:00,SHIP_05,2600,300
S001549,Trelleborg,Swinoujscie,2024-11-24,08:00,SHIP_08,2300,260
S001550,Klaipeda,Rostock,2025-07-21,10:00,SHIP_07,1900,200
S001551,Klaipeda,Travemünde,2024-08-26,08:00,SHIP_06,2100,230
S001552,Swinoujscie,Trelleborg,2024-11-02,06:00,SHIP_02,2000,220
S001553,Swinoujscie,Trelleborg,2024-02-09,22:00,SHIP_07,1900,200
S001554,Trelleborg,Swinoujscie,2024-04-23,18:00,SHIP_04,2400,280
S001555,Trelleborg,Rostock,2025-01-22,10:00,SHIP_04,2400,280
S001556,Trelleborg,Swinoujscie,2025-06-05,10:00,SHIP_08,2300,260
S001557,Trelleborg,Swinoujscie,2025-03-11,14:00,SHIP_01,1800,180
S001558,Travemünde,Klaipeda,2025-02-10,08:00,SHIP_01,1800,180
S001559,Swinoujscie,Trelleborg,2024-06-15,06:00,SHIP_02,2000,220
S001560,Rostock,Klaipeda,2024-02-28,14:00,SHIP_05,2600,300
S001561,Trelleborg,Travemünde,2025-03-26,18:00,SHIP_04,2400,280
S001562,Klaipeda,Rostock,2025-07-30,06:00,SHIP_01,1800,180
S001563,Swinoujscie,Trelleborg,2024-07-31,10:00,SHIP_04,2400,280
S001564,Travemünde,Klaipeda,2024-09-21,10:00,SHIP_05,2600,300
S001565,Swinoujscie,Trelleborg,2024-07-06,08:00,SHIP_01,1800,180
S001566,Trelleborg,Travemünde,2025-03-07,10:00,SHIP_01,1800,180
S001567,Trelleborg,Travemünde,2025-08-04,06:00,SHIP_05,2600,300
S001568,Klaipeda,Travemünde,2024-01-07,14:00,SHIP_01,1800,180
S001569,Klaipeda,Rostock,2024-06-20,10:00,SHIP_01,1800,180
S001570,Travemünde,Klaipeda,2024-10-29,08:00,SHIP_03,2200,250
S001571,Swinoujscie,Trelleborg,2024-01-15,18:00,SHIP_03,2200,250
S001572,Klaipeda,Rostock,2024-05-26,06:00,SHIP_07,1900,200
S001573,Travemünde,Trelleborg,2025-05-28,18:00,SHIP_03,2200,250
S001574,Trelleborg,Travemünde,2024-09-28,22:00,SHIP_07,1900,200
S001575,Rostock,Klaipeda,2025-07-20,08:00,SHIP_08,2300,260
S001576,Klaipeda,Travemünde,2025-01-17,08:00,SHIP_04,2400,280
S001577,Trelleborg,Travemünde,2024-06-26,08:00,SHIP_03,2200,250
S001578,Trelleborg,Travemünde,2024-11-04,06:00,SHIP_03,2200,250
S001579,Trelleborg,Swinoujscie,2024-09-01,06:00,SHIP_06,2100,230
S001580,Trelleborg,Travemünde,2024-06-20,06:00,SHIP_01,1800,180
S001581,Rostock,Trelleborg,2024-11-22,22:00,SHIP_06,2100,230
S001582,Travemünde,Trelleborg,2025-05-16,08:00,SHIP_05,2600,300
S001583,Rostock,Trelleborg,2024-07-14,06:00,SHIP_02,2000,220
S001584,Klaipeda,Rostock,2024-11-13,22:00,SHIP_08,2300,260
S001585,Trelleborg,Rostock,2024-03-20,18:00,SHIP_06,2100,230
S001586,Travemünde,Trelleborg,2025-01-04,08:00,SHIP_03,2200,250
S001587,Travemünde,Trelleborg,2024-04-28,14:00,SHIP_01,1800,180
S001588,Klaipeda,Travemünde,2024-06-14,10:00,SHIP_04,2400,280
S001589,Travemünde,Trelleborg,2024-04-05,18:00,SHIP_08,2300,260
S001590,Rostock,Klaipeda,2025-01-01,18:00,SHIP_04,2400,280
S001591,Trelleborg,Swinoujscie,2024-10-20,14:00,SHIP_02,2000,220
S001592,Klaipeda,Rostock,2024-12-29,22:00,SHIP_05,2600,300
S001593,Trelleborg,Swinoujscie,2024-08-19,08:00,SHIP_01,1800,180
S001594,Klaipeda,Travemünde,2024-01-24,14:00,SHIP_05,2600,300
S001595,Rostock,Trelleborg,2024-02-15,10:00,SHIP_07,1900,200
S001596,Trelleborg,Swinoujscie,2024-10-19,10:00,SHIP_02,2000,220
S001597,Trelleborg,Rostock,2025-10-06,06:00,SHIP_04,2400,280
S001598,Swinoujscie,Trelleborg,2024-01-24,22:00,SHIP_02,2000,220
S001599,Rostock,Trelleborg,2025-09-09,14:00,SHIP_01,1800,180
S001600,Travemünde,Klaipeda,2025-09-15,18:00,SHIP_03,2200,250
S001601,Klaipeda,Travemünde,2024-03-22,08:00,SHIP_04,2400,280
S001602,Rostock,Trelleborg,2024-03-10,22:00,SHIP_02,2000,220
S001603,Trelleborg,Swinoujscie,2025-05-08,22:00,SHIP_06,2100,230
S001604,Swinoujscie,Trelleborg,2024-04-21,14:00,SHIP_02,2000,220
S001605,Klaipeda,Rostock,2025-05-20,08:00,SHIP_05,2600,300
S001606,Klaipeda,Travemünde,2025-12-05,06:00,SHIP_06,2100,230
S001607,Travemünde,Klaipeda,2025-01-24,14:00,SHIP_02,2000,220
S001608,Klaipeda,Rostock,2024-01-30,08:00,SHIP_06,2100,230
S001609,Klaipeda,Rostock,2024-01-02,18:00,SHIP_07,1900,200
S001610,Klaipeda,Rostock,2025-04-10,10:00,SHIP_08,2300,260
S001611,Klaipeda,Travemünde,2024-05-21,08:00,SHIP_04,2400,280
S001612,Swinoujscie,Trelleborg,2025-12-27,10:00,SHIP_01,1800,180
S001613,Klaipeda,Travemünde,2024-05-09,06:00,SHIP_08,2300,260
S001614,Trelleborg,Travemünde,2025-05-24,08:00,SHIP_08,2300,260
S001615,Swinoujscie,Trelleborg,2025-09-17,06:00,SHIP_01,1800,180
S001616,Travemünde,Trelleborg,2025-08-18,10:00,SHIP_01,1800,180
S001617,Klaipeda,Rostock,2024-08-07,08:00,SHIP_02,2000,220
S001618,Travemünde,Trelleborg,2024-07-25,08:00,SHIP_01,1800,180
S001619,Swinoujscie,Trelleborg,2024-06-09,14:00,SHIP_02,2000,220
S001620,Trelleborg,Swinoujscie,2024-08-04,08:00,SHIP_05,2600,300
S001621,Trelleborg,Rostock,2025-12-20,14:00,SHIP_01,1800,180
S001622,Klaipeda,Travemünde,2024-02-12,14:00,SHIP_04,2400,280
S001623,Travemünde,Klaipeda,2025-09-06,22:00,SHIP_01,1800,180
S001624,Swinoujscie,Trelleborg,2025-01-08,10:00,SHIP_02,2000,220
S001625,Trelleborg,Swinoujscie,2024-12-17,06:00,SHIP_05,2600,300
S001626,Travemünde,Trelleborg,2024-01-20,08:00,SHIP_07,1900,200
S001627,Trelleborg,Rostock,2025-11-26,06:00,SHIP_06,2100,230
S001628,Trelleborg,Swinoujscie,2024-05-14,06:00,SHIP_01,1800,180
S001629,Trelleborg,Rostock,2025-06-15,08:00,SHIP_02,2000,220
S001630,Rostock,Klaipeda,2024-10-06,10:00,SHIP_08,2300,260
S001631,Travemünde,Klaipeda,2024-12-09,18:00,SHIP_05,2600,300
S001632,Klaipeda,Rostock,2024-02-11,06:00,SHIP_08,2300,260
S001633,Trelleborg,Rostock,2024-09-07,22:00,SHIP_08,2300,260
S001634,Travemünde,Klaipeda,2024-06-21,22:00,SHIP_06,2100,230
S001635,Travemünde,Klaipeda,2024-06-18,08:00,SHIP_03,2200,250
S001636,Trelleborg,Rostock,2024-01-24,08:00,SHIP_03,2200,250
S001637,Travemünde,Klaipeda,2025-09-09,10:00,SHIP_05,2600,300
S001638,Travemünde,Klaipeda,2025-03-02,06:00,SHIP_01,1800,180
S001639,Swinoujscie,Trelleborg,2025-05-28,18:00,SHIP_07,1900,200
S001640,Travemünde,Klaipeda,2025-12-29,14:00,SHIP_01,1800,180
S001641,Rostock,Trelleborg,2024-10-06,18:00,SHIP_05,2600,300
S001642,Travemünde,Klaipeda,2024-04-05,08:00,SHIP_01,1800,180
S001643,Trelleborg,Rostock,2025-07-31,18:00,SHIP_06,2100,230
S001644,Klaipeda,Rostock,2024-01-13,10:00,SHIP_01,1800,180
S001645,Trelleborg,Travemünde,2024-07-19,06:00,SHIP_05,2600,300
S001646,Trelleborg,Rostock,2025-07-17,22:00,SHIP_04,2400,280
S001647,Swinoujscie,Trelleborg,2024-07-06,06:00,SHIP_03,2200,250
S001648,Rostock,Trelleborg,2025-07-27,14:00,SHIP_05,2600,300
S001649,Trelleborg,Travemünde,2024-03-13,22:00,SHIP_06,2100,230
S001650,Klaipeda,Rostock,2025-08-20,06:00,SHIP_08,2300,260
S001651,Travemünde,Trelleborg,2024-06-28,18:00,SHIP_08,2300,260
S001652,Rostock,Klaipeda,2025-02-01,10:00,SHIP_02,2000,220
S001653,Trelleborg,Travemünde,2024-02-18,18:00,SHIP_08,2300,260
S001654,Rostock,Trelleborg,2024-09-21,18:00,SHIP_06,2100,230
S001655,Trelleborg,Swinoujscie,2024-04-24,08:00,SHIP_05,2600,300
S001656,Rostock,Klaipeda,2025-04-16,14:00,SHIP_01,1800,180
S001657,Travemünde,Trelleborg,2024-02-22,14:00,SHIP_05,2600,300
S001658,Rostock,Trelleborg,2024-08-29,14:00,SHIP_03,2200,250
S001659,Klaipeda,Rostock,2025-09-01,10:00,SHIP_01,1800,180
S001660,Swinoujscie,Trelleborg,2025-12-03,14:00,SHIP_08,2300,260
S001661,Trelleborg,Rostock,2024-12-05,08:00,SHIP_06,2100,230
S001662,Trelleborg,Travemünde,2025-04-17,10:00,SHIP_06,2100,230
S001663,Travemünde,Klaipeda,2025-08-23,14:00,SHIP_05,2600,300
S001664,Klaipeda,Travemünde,2025-06-15,10:00,SHIP_06,2100,230
S001665,Rostock,Klaipeda,2024-04-07,08:00,SHIP_08,2300,260
S001666,Trelleborg,Rostock,2024-08-21,10:00,SHIP_04,2400,280
S001667,Travemünde,Trelleborg,2024-05-25,10:00,SHIP_04,2400,280
S001668,Trelleborg,Swinoujscie,2024-10-13,06:00,SHIP_01,1800,180
S001669,Trelleborg,Swinoujscie,2025-01-18,14:00,SHIP_01,1800,180
S001670,Swinoujscie,Trelleborg,2024-02-20,22:00,SHIP_01,1800,180
S001671,Rostock,Klaipeda,2024-12-09,10:00,SHIP_03,2200,250
S001672,Travemünde,Klaipeda,2024-02-15,08:00,SHIP_06,2100,230
S001673,Rostock,Trelleborg,2024-02-06,14:00,SHIP_03,2200,250
S001674,Travemünde,Trelleborg,2024-02-22,06:00,SHIP_07,1900,200
S001675,Trelleborg,Travemünde,2025-05-23,08:00,SHIP_07,1900,200
S001676,Rostock,Klaipeda,2025-08-19,22:00,SHIP_03,2200,250
S001677,Klaipeda,Rostock,2024-01-26,08:00,SHIP_04,2400,280
S001678,Trelleborg,Travemünde,2025-04-16,22:00,SHIP_07,1900,200
S001679,Rostock,Klaipeda,2024-11-17,18:00,SHIP_05,2600,300
S001680,Swinoujscie,Trelleborg,2025-04-22,08:00,SHIP_01,1800,180
S001681,Travemünde,Klaipeda,2024-05-11,10:00,SHIP_07,1900,200
S001682,Rostock,Trelleborg,2024-11-10,22:00,SHIP_06,2100,230
S001683,Swinoujscie,Trelleborg,2024-07-07,10:00,SHIP_02,2000,220
S001684,Travemünde,Klaipeda,2024-03-09,10:00,SHIP_08,2300,260
S001685,Swinoujscie,Trelleborg,2025-09-03,08:00,SHIP_06,2100,230
S001686,Rostock,Klaipeda,2025-10-23,22:00,SHIP_03,2200,250
S001687,Trelleborg,Rostock,2024-01-21,08:00,SHIP_01,1800,180
S001688,Trelleborg,Travemünde,2025-09-15,22:00,SHIP_05,2600,300
S001689,Travemünde,Klaipeda,2025-12-09,06:00,SHIP_05,2600,300
S001690,Klaipeda,Travemünde,2025-10-20,10:00,SHIP_01,1800,180
S001691,Trelleborg,Swinoujscie,2024-12-31,06:00,SHIP_01,1800,180
S001692,Rostock,Trelleborg,2024-09-13,08:00,SHIP_01,1800,180
S001693,Rostock,Klaipeda,2024-05-17,06:00,SHIP_07,1900,200
S001694,Trelleborg,Travemünde,2025-07-24,18:00,SHIP_02,2000,220
S001695,Klaipeda,Travemünde,2024-03-02,06:00,SHIP_04,2400,280
S001696,Trelleborg,Swinoujscie,2024-07-24,18:00,SHIP_01,1800,180
S001697,Travemünde,Klaipeda,2025-06-30,06:00,SHIP_05,2600,300
S001698,Swinoujscie,Trelleborg,2024-06-19,08:00,SHIP_01,1800,180
S001699,Travemünde,Klaipeda,2025-10-28,22:00,SHIP_06,2100,230
S001700,Rostock,Trelleborg,2024-03-23,08:00,SHIP_08,2300,260
S001701,Klaipeda,Travemünde,2024-11-26,18:00,SHIP_06,2100,230
S001702,Travemünde,Trelleborg,2025-09-29,14:00,SHIP_01,1800,180
S001703,Swinoujscie,Trelleborg,2025-07-15,06:00,SHIP_05,2600,300
S001704,Swinoujscie,Trelleborg,2024-10-04,06:00,SHIP_07,1900,200
S001705,Trelleborg,Swinoujscie,2025-02-25,14:00,SHIP_01,1800,180
S001706,Travemünde,Klaipeda,2025-04-25,06:00,SHIP_04,2400,280
S001707,Rostock,Trelleborg,2025-04-17,06:00,SHIP_03,2200,250
S001708,Trelleborg,Travemünde,2025-03-11,10:00,SHIP_01,1800,180
S001709,Rostock,Trelleborg,2024-02-20,14:00,SHIP_01,1800,180
S001710,Trelleborg,Swinoujscie,2024-02-10,18:00,SHIP_06,2100,230
S001711,Swinoujscie,Trelleborg,2025-10-03,14:00,SHIP_06,2100,230
S001712,Rostock,Trelleborg,2025-09-02,18:00,SHIP_03,2200,250
S001713,Trelleborg,Travemünde,2025-05-31,14:00,SHIP_03,2200,250
S001714,Klaipeda,Rostock,2024-06-02,18:00,SHIP_06,2100,230
S001715,Klaipeda,Rostock,2024-01-14,14:00,SHIP_03,2200,250
S001716,Trelleborg,Rostock,2024-12-13,14:00,SHIP_05,2600,300
S001717,Rostock,Trelleborg,2024-11-25,14:00,SHIP_03,2200,250
S001718,Klaipeda,Travemünde,2025-09-07,10:00,SHIP_03,2200,250
S001719,Rostock,Klaipeda,2024-01-26,08:00,SHIP_05,2600,300
S001720,Rostock,Trelleborg,2025-09-17,08:00,SHIP_05,2600,300
S001721,Klaipeda,Rostock,2024-01-12,10:00,SHIP_04,2400,280
S001722,Swinoujscie,Trelleborg,2024-11-28,08:00,SHIP_06,2100,230
S001723,Trelleborg,Rostock,2025-01-16,14:00,SHIP_04,2400,280
S001724,Klaipeda,Rostock,2025-04-25,06:00,SHIP_04,2400,280
S001725,Trelleborg,Swinoujscie,2024-08-15,10:00,SHIP_02,2000,220
S001726,Trelleborg,Travemünde,2024-05-08,06:00,SHIP_06,2100,230
S001727,Rostock,Klaipeda,2025-05-19,08:00,SHIP_03,2200,250
S001728,Klaipeda,Rostock,2024-12-24,06:00,SHIP_02,2000,220
S001729,Klaipeda,Travemünde,2024-10-21,22:00,SHIP_08,2300,260
S001730,Klaipeda,Travemünde,2025-02-01,06:00,SHIP_08,2300,260
S001731,Trelleborg,Rostock,2025-02-07,22:00,SHIP_02,2000,220
S001732,Travemünde,Klaipeda,2024-08-14,06:00,SHIP_03,2200,250
S001733,Travemünde,Trelleborg,2024-05-03,06:00,SHIP_01,1800,180
S001734,Swinoujscie,Trelleborg,2024-04-29,06:00,SHIP_07,1900,200
S001735,Trelleborg,Swinoujscie,2024-08-05,06:00,SHIP_03,2200,250
S001736,Trelleborg,Swinoujscie,2025-09-21,10:00,SHIP_01,1800,180
S001737,Rostock,Klaipeda,2025-01-31,22:00,SHIP_05,2600,300
S001738,Klaipeda,Travemünde,2025-02-07,06:00,SHIP_01,1800,180
S001739,Travemünde,Trelleborg,2025-09-05,08:00,SHIP_08,2300,260
S001740,Rostock,Trelleborg,2025-05-30,08:00,SHIP_08,2300,260
