Customer_Number,Total_Final_Bookings,Loaded_Bookings,NoShow_Count,Reserved_Meter,Loaded_Meter,NoShow_Rate,Booking_Reliability_Score,Unused_Meter,Meter_Utilization_Rate,Risk_Category,Deferral_Candidate_Score
C00407,42,37,5,593.0,512.1,0.119047619047619,0.8809523809523809,80.89999999999998,0.8635750421585161,Low Risk,0.122523086806392
C00593,42,37,5,606.9,525.2,0.119047619047619,0.8809523809523809,81.69999999999993,0.8653814466963257,Low Risk,0.1221618058988301
C01123,43,38,5,591.6,505.7,0.1162790697674418,0.8837209302325582,85.90000000000003,0.8548005409060175,Low Risk,0.1220631476327499
C00233,41,36,5,557.8,491.5,0.1219512195121951,0.8780487804878049,66.29999999999995,0.8811401936177842,Low Risk,0.1213329368861992
C00723,43,38,5,567.6,487.3,0.1162790697674418,0.8837209302325582,80.30000000000001,0.8585271317829457,Low Risk,0.1213178294573643
C00704,43,38,5,578.0,496.7,0.1162790697674418,0.8837209302325582,81.30000000000001,0.8593425605536332,Low Risk,0.1211547437032268
C00302,35,31,4,454.9,387.9,0.1142857142857142,0.8857142857142857,67.0,0.8527148823917344,Low Risk,0.1208855949502245
C00881,43,38,5,597.8,517.5,0.1162790697674418,0.8837209302325582,80.29999999999995,0.8656741385078622,Low Risk,0.119888428112381
C00113,44,39,5,601.1,514.1,0.1136363636363636,0.8863636363636364,87.0,0.8552653468640825,Low Risk,0.1198560215362744
C00618,37,33,4,500.1,418.2,0.1081081081081081,0.8918918918918919,81.90000000000003,0.83623275344931,Low Risk,0.1192399357966244
C00257,34,30,4,432.2,378.1,0.1176470588235294,0.8823529411764706,54.099999999999966,0.8748264692272097,Low Risk,0.1191523532133815
C00481,25,22,3,341.0,302.3,0.12,0.88,38.69999999999999,0.8865102639296188,Low Risk,0.1186979472140762
C00601,35,31,4,480.0,415.2,0.1142857142857142,0.8857142857142857,64.80000000000001,0.865,Low Risk,0.1184285714285714
C00158,52,46,6,728.7,633.6,0.1153846153846153,0.8846153846153846,95.10000000000002,0.8694936187731577,Low Risk,0.1184089685530607
C01187,43,38,5,605.1,529.3,0.1162790697674418,0.8837209302325582,75.80000000000007,0.8747314493472153,Low Risk,0.1180769659445104
C00072,45,40,5,669.4,573.2,0.1111111111111111,0.8888888888888888,96.19999999999992,0.8562892142216911,Low Risk,0.1176310460445506
C00628,44,39,5,604.3,523.7,0.1136363636363636,0.8863636363636364,80.59999999999991,0.8666225384742678,Low Risk,0.1175845832142373
C01139,37,33,4,556.1,470.3,0.1081081081081081,0.8918918918918919,85.80000000000001,0.8457112030210394,Low Risk,0.1173442458822786
C00561,45,40,5,669.2,574.6,0.1111111111111111,0.8888888888888888,94.60000000000002,0.8586371787208606,Low Risk,0.1171614531447167
C00376,44,39,5,666.0,579.2,0.1136363636363636,0.8863636363636364,86.79999999999995,0.8696696696696697,Low Risk,0.1169751569751569
C00488,44,39,5,593.0,515.9,0.1136363636363636,0.8863636363636364,77.10000000000002,0.8699831365935918,Low Risk,0.1169124635903725
C00491,36,32,4,501.7,432.8,0.1111111111111111,0.8888888888888888,68.89999999999998,0.8626669324297389,Low Risk,0.1163555024029411
C00990,37,33,4,571.6,487.0,0.1081081081081081,0.8918918918918919,84.60000000000002,0.8519944016794961,Low Risk,0.1160876061505872
C00340,33,29,4,433.0,393.0,0.1212121212121212,0.8787878787878788,40.0,0.907621247113164,Low Risk,0.1154454475470641
C00284,43,38,5,565.2,503.2,0.1162790697674418,0.8837209302325582,62.00000000000006,0.8903043170559093,Low Risk,0.1149623924027716
C00148,35,31,4,483.3,426.6,0.1142857142857142,0.8857142857142857,56.69999999999999,0.8826815642458101,Low Risk,0.1148922585794094
C00067,44,39,5,605.6,533.3,0.1136363636363636,0.8863636363636364,72.30000000000007,0.8806142668428004,Low Risk,0.1147862375405308
C00508,44,39,5,658.0,580.2,0.1136363636363636,0.8863636363636364,77.79999999999995,0.8817629179331308,Low Risk,0.1145565073224647
C00564,38,34,4,542.2,460.6,0.1052631578947368,0.8947368421052632,81.60000000000002,0.8495020287716709,Low Risk,0.1143101205614552
C00317,46,41,5,646.5,560.5,0.108695652173913,0.8913043478260869,86.0,0.8669760247486465,Low Risk,0.1135613167894011
C00864,45,40,5,593.6,520.9,0.1111111111111111,0.8888888888888888,72.70000000000005,0.8775269541778975,Low Risk,0.1133834980533094
C00960,37,33,4,527.2,456.7,0.1081081081081081,0.8918918918918919,70.50000000000006,0.8662746585735963,Low Risk,0.1132315547717672
C01177,36,32,4,491.9,432.5,0.1111111111111111,0.8888888888888888,59.39999999999998,0.8792437487294166,Low Risk,0.1130401391430055
C00666,47,42,5,631.5,543.5,0.1063829787234042,0.8936170212765957,88.0,0.8606492478226445,Low Risk,0.1129765334141945
C00187,37,33,4,492.6,427.5,0.1081081081081081,0.8918918918918919,65.10000000000002,0.8678440925700365,Low Risk,0.1129176679724792
C00341,46,41,5,609.8,530.7,0.108695652173913,0.8913043478260869,79.09999999999991,0.8702853394555593,Low Risk,0.1128994538480185
C01167,46,41,5,613.7,536.0,0.108695652173913,0.8913043478260869,77.70000000000005,0.8733909076095812,Low Risk,0.1122783402172142
C00282,48,43,5,688.9,589.4,0.1041666666666666,0.8958333333333334,99.5,0.8555668456960371,Low Risk,0.1122199641941258
C00091,38,34,4,533.7,460.3,0.1052631578947368,0.8947368421052632,73.40000000000003,0.8624695521828742,Low Risk,0.1117166158792146
C00110,47,42,5,655.1,568.3,0.1063829787234042,0.8936170212765957,86.80000000000007,0.8675011448633796,Low Risk,0.1116061540060475
C00105,56,50,6,765.3,666.5,0.1071428571428571,0.8928571428571429,98.79999999999995,0.8709003005357376,Low Risk,0.1115342256071381
C00046,29,26,3,423.8,363.3,0.1034482758620689,0.896551724137931,60.5,0.8572439830108541,Low Risk,0.1113098240874843
C00777,37,33,4,467.5,409.7,0.1081081081081081,0.8918918918918919,57.80000000000001,0.8763636363636363,Low Risk,0.1112137592137592
C00306,37,33,4,539.6,473.4,0.1081081081081081,0.8918918918918919,66.20000000000005,0.8773165307635284,Low Risk,0.1110231803337808
C00779,56,50,6,801.1,705.5,0.1071428571428571,0.8928571428571429,95.60000000000002,0.8806640868805392,Low Risk,0.1095814683381778
C00023,45,40,5,664.7,596.5,0.1111111111111111,0.8888888888888888,68.20000000000005,0.8973973221001955,Low Risk,0.1094094244688498
C00054,46,41,5,669.0,594.3,0.108695652173913,0.8913043478260869,74.70000000000005,0.8883408071748878,Low Risk,0.1092883603041528
C00778,39,35,4,499.0,431.7,0.1025641025641025,0.8974358974358975,67.30000000000001,0.865130260521042,Low Risk,0.1090252299470736
C00039,29,26,3,387.1,336.7,0.1034482758620689,0.896551724137931,50.400000000000034,0.8698010849909583,Low Risk,0.1087984036914635
C00711,48,43,5,652.5,569.9,0.1041666666666666,0.8958333333333334,82.60000000000002,0.8734099616858237,Low Risk,0.1086513409961685
C00857,38,34,4,536.0,471.8,0.1052631578947368,0.8947368421052632,64.19999999999999,0.880223880597015,Low Risk,0.1081657501963864
C00443,48,43,5,665.6,583.6,0.1041666666666666,0.8958333333333334,82.0,0.8768028846153846,Low Risk,0.1079727564102564
C00635,39,35,4,569.7,496.6,0.1025641025641025,0.8974358974358975,73.10000000000002,0.8716868527295067,Low Risk,0.1077139115053806
C01039,47,42,5,683.6,607.0,0.1063829787234042,0.8936170212765957,76.60000000000002,0.8879461673493271,Low Risk,0.107517149508858
C00987,38,34,4,513.3,455.4,0.1052631578947368,0.8947368421052632,57.89999999999998,0.8872004675628288,Low Risk,0.1067704328032237
C00008,40,36,4,597.5,518.5,0.1,0.9,79.0,0.8677824267782427,Low Risk,0.1064435146443514
C00600,29,26,3,388.7,342.9,0.1034482758620689,0.896551724137931,45.80000000000001,0.8821713403653203,Low Risk,0.1063243526165911
C00900,30,27,3,380.7,331.0,0.1,0.9,49.69999999999999,0.8694510112949829,Low Risk,0.1061097977410034
C00428,39,35,4,537.5,473.2,0.1025641025641025,0.8974358974358975,64.30000000000001,0.8803720930232558,Low Risk,0.1059768634466308
C00788,39,35,4,501.6,441.6,0.1025641025641025,0.8974358974358975,60.00000000000006,0.8803827751196172,Low Risk,0.1059747270273586
C00988,41,37,4,600.9,519.9,0.0975609756097561,0.902439024390244,81.0,0.8652021967049426,Low Risk,0.1050083411468163
C01031,40,36,4,566.8,497.9,0.1,0.9,68.89999999999998,0.8784403669724771,Low Risk,0.1043119266055045
C00728,40,36,4,540.5,476.8,0.1,0.9,63.69999999999999,0.8821461609620722,Low Risk,0.1035707678075855
C00816,30,27,3,437.3,386.0,0.1,0.9,51.30000000000001,0.882689229361994,Low Risk,0.1034621541276011
C01180,42,38,4,574.2,497.7,0.0952380952380952,0.9047619047619048,76.50000000000006,0.8667711598746081,Low Risk,0.1028362442155545
C00545,51,46,5,696.7,613.4,0.0980392156862745,0.9019607843137256,83.30000000000007,0.8804363427587196,Low Risk,0.1023441039972756
C00235,41,37,4,574.5,505.8,0.0975609756097561,0.902439024390244,68.69999999999999,0.8804177545691906,Low Risk,0.1019652295739667
C01134,30,27,3,387.6,345.1,0.1,0.9,42.5,0.8903508771929824,Low Risk,0.1019298245614035
C00489,30,27,3,441.8,393.6,0.1,0.9,48.19999999999999,0.8909008601177003,Low Risk,0.1018198279764599
C00578,48,43,5,652.3,592.3,0.1041666666666666,0.8958333333333334,60.0,0.9080177832285758,Low Risk,0.1017297766876181
C00243,40,36,4,568.2,506.8,0.1,0.9,61.400000000000034,0.891939457937346,Low Risk,0.1016121084125308
C00973,49,44,5,686.4,619.2,0.1020408163265306,0.8979591836734694,67.19999999999993,0.9020979020979022,Low Risk,0.101213072641644
C00569,41,37,4,540.4,478.5,0.0975609756097561,0.902439024390244,61.89999999999998,0.8854552183567728,Low Risk,0.1009577368164503
C01025,44,40,4,611.2,526.1,0.0909090909090909,0.9090909090909092,85.10000000000002,0.8607657068062827,Low Risk,0.1005741313660162
C00064,41,37,4,559.9,497.4,0.0975609756097561,0.902439024390244,62.5,0.8883729237363814,Low Risk,0.1003741957405285
C00634,31,28,3,447.7,397.3,0.0967741935483871,0.9032258064516128,50.39999999999998,0.887424614697342,Low Risk,0.0999344318992412
C00426,33,30,3,415.3,359.5,0.0909090909090909,0.9090909090909092,55.80000000000001,0.8656392968938117,Low Risk,0.0995994133485104
C01047,33,30,3,447.0,387.1,0.0909090909090909,0.9090909090909092,59.89999999999998,0.8659955257270694,Low Risk,0.0995281675818588
C01200,53,48,5,787.5,693.3,0.0943396226415094,0.9056603773584906,94.20000000000005,0.8803809523809524,Low Risk,0.099395507637017
C00487,29,26,3,351.4,322.2,0.1034482758620689,0.896551724137931,29.19999999999999,0.916903813318156,Low Risk,0.0993778580260239
C00035,32,29,3,427.3,376.8,0.09375,0.90625,50.5,0.8818160542944068,Low Risk,0.0986367891411186
C00133,33,30,3,435.6,379.4,0.0909090909090909,0.9090909090909092,56.200000000000045,0.8709825528007346,Low Risk,0.0985307621671258
C00465,30,27,3,402.6,365.3,0.1,0.9,37.30000000000001,0.9073522106308992,Low Risk,0.0985295578738201
C00879,43,39,4,600.7,529.4,0.0930232558139534,0.9069767441860463,71.30000000000007,0.8813051439986681,Low Risk,0.0981575758514291
C00803,31,28,3,435.2,391.2,0.0967741935483871,0.9032258064516128,44.0,0.8988970588235294,Low Risk,0.0976399430740038
C00074,34,31,3,466.8,404.0,0.088235294117647,0.9117647058823528,62.80000000000001,0.8654670094258783,Low Risk,0.097494833408942
C00366,32,29,3,443.5,394.7,0.09375,0.90625,48.80000000000001,0.8899661781285231,Low Risk,0.0970067643742953
C00022,35,32,3,446.9,383.6,0.0857142857142857,0.9142857142857144,63.29999999999996,0.8583575744014322,Low Risk,0.0968999136911421
C01191,33,30,3,465.4,409.6,0.0909090909090909,0.9090909090909092,55.79999999999996,0.8801031370863774,Low Risk,0.0967066453099972
C00070,44,40,4,633.7,558.3,0.0909090909090909,0.9090909090909092,75.40000000000009,0.8810162537478301,Low Risk,0.0965240219777067
C00486,54,49,5,744.5,661.9,0.0925925925925925,0.9074074074074074,82.60000000000002,0.8890530557421088,Low Risk,0.0962634629256523
C00821,44,40,4,589.2,520.1,0.0909090909090909,0.9090909090909092,69.10000000000002,0.8827223353699932,Low Risk,0.0961828056532741
C01103,44,40,4,645.5,569.8,0.0909090909090909,0.9090909090909092,75.70000000000005,0.8827265685515104,Low Risk,0.0961819590169706
C00822,33,30,3,489.7,433.6,0.0909090909090909,0.9090909090909092,56.099999999999966,0.8854400653461304,Low Risk,0.0956392596580466
C00387,43,39,4,582.1,522.7,0.0930232558139534,0.9069767441860463,59.39999999999998,0.8979556777186051,Low Risk,0.0948274691074417
C01111,33,30,3,453.8,403.7,0.0909090909090909,0.9090909090909092,50.10000000000002,0.8895989422653151,Low Risk,0.0948074842742097
C00108,34,31,3,483.5,425.5,0.088235294117647,0.9117647058823528,58.0,0.8800413650465356,Low Risk,0.0945799622848105
C00335,34,31,3,480.4,423.2,0.088235294117647,0.9117647058823528,57.19999999999999,0.880932556203164,Low Risk,0.0944017240534848
C00796,46,42,4,663.6,582.1,0.0869565217391304,0.9130434782608696,81.5,0.8771850512356841,Low Risk,0.0941282071441675
C00688,34,31,3,473.3,417.8,0.088235294117647,0.9117647058823528,55.5,0.882738221001479,Low Risk,0.0940405910938218
C00727,45,41,4,628.2,556.2,0.0888888888888888,0.9111111111111112,72.0,0.8853868194842407,Low Risk,0.0940337472142629
C00214,34,31,3,480.7,424.7,0.088235294117647,0.9117647058823528,56.0,0.8835032244643228,Low Risk,0.0938875904012531
C00217,46,42,4,594.5,526.8,0.0869565217391304,0.9130434782608696,67.70000000000005,0.8861227922624053,Low Risk,0.0923406589388233
C00625,34,31,3,468.8,417.9,0.088235294117647,0.9117647058823528,50.900000000000034,0.8914249146757679,Low Risk,0.092303252358964
C00100,37,34,3,495.6,428.8,0.081081081081081,0.918918918918919,66.79999999999995,0.8652138821630347,Low Risk,0.0918220884322579
C00961,48,44,4,694.5,608.9,0.0833333333333333,0.9166666666666666,85.60000000000002,0.8767458603311735,Low Risk,0.0913174946004319
C00783,35,32,3,494.3,439.7,0.0857142857142857,0.9142857142857144,54.60000000000002,0.8895407647177827,Low Risk,0.090663275627872
C00211,44,40,4,595.7,542.9,0.0909090909090909,0.9090909090909092,52.80000000000007,0.9113647809299982,Low Risk,0.0904543165412731
C00731,34,31,3,463.8,417.9,0.088235294117647,0.9117647058823528,45.900000000000034,0.9010349288486416,Low Risk,0.0903812495243893
C00552,61,56,5,908.0,798.3,0.081967213114754,0.918032786885246,109.70000000000005,0.8791850220264317,Low Risk,0.0897367660865169
C00588,34,31,3,455.4,414.3,0.088235294117647,0.9117647058823528,41.099999999999966,0.909749670619236,Low Risk,0.0886383011702704
C00571,38,35,3,511.6,447.0,0.0789473684210526,0.9210526315789472,64.60000000000002,0.8737294761532447,Low Risk,0.0884119995061931
C00179,36,33,3,472.8,421.5,0.0833333333333333,0.9166666666666666,51.30000000000001,0.891497461928934,Low Risk,0.0883671742808798
C00555,34,31,3,490.6,447.2,0.088235294117647,0.9117647058823528,43.39999999999998,0.911536893599674,Low Risk,0.0882808565741828
C00765,37,34,3,508.3,448.8,0.081081081081081,0.918918918918919,59.5,0.882943143812709,Low Risk,0.088276236102323
C00764,38,35,3,553.4,484.1,0.0789473684210526,0.9210526315789472,69.29999999999995,0.8747741235995664,Low Risk,0.0882030700169288
C00088,50,46,4,692.8,611.1,0.08,0.92,81.69999999999993,0.8820727482678985,Low Risk,0.0875854503464202
C00149,37,34,3,517.9,463.0,0.081081081081081,0.918918918918919,54.89999999999998,0.8939949797258159,Low Risk,0.0860658689197016
C00041,36,33,3,461.8,417.1,0.0833333333333333,0.9166666666666666,44.69999999999999,0.9032048505846688,Low Risk,0.0860256965497329
C01052,48,44,4,675.8,611.2,0.0833333333333333,0.9166666666666666,64.59999999999991,0.9044095886356912,Low Risk,0.0857847489395284
C00191,50,46,4,706.0,630.3,0.08,0.92,75.70000000000005,0.8927762039660057,Low Risk,0.0854447592067988
C00425,51,47,4,683.8,607.4,0.0784313725490196,0.9215686274509804,76.39999999999998,0.8882714243930975,Low Risk,0.0850908131605962
C00075,36,33,3,533.4,484.6,0.0833333333333333,0.9166666666666666,48.79999999999996,0.9085114360704912,Low Risk,0.0849643794525684
C01106,37,34,3,540.4,486.4,0.081081081081081,0.918918918918919,54.0,0.9000740192450037,Low Risk,0.0848500610158641
C00345,37,34,3,507.7,458.3,0.081081081081081,0.918918918918919,49.39999999999998,0.9026984439629704,Low Risk,0.0843251760722708
C00342,50,46,4,711.7,639.8,0.08,0.92,71.90000000000009,0.8989742869186453,Low Risk,0.0842051426162709
C00304,37,34,3,569.0,514.7,0.081081081081081,0.918918918918919,54.29999999999996,0.9045694200351496,Low Risk,0.0839509808578349
C01170,41,38,3,568.0,499.7,0.073170731707317,0.926829268292683,68.30000000000001,0.8797535211267605,Low Risk,0.0825858811405015
C01101,41,38,3,619.5,545.7,0.073170731707317,0.926829268292683,73.79999999999995,0.8808716707021792,Low Risk,0.0823622512254178
C01062,40,37,3,541.9,484.3,0.075,0.925,57.599999999999966,0.8937073260749216,Low Risk,0.0812585347850156
C00472,40,37,3,589.6,527.4,0.075,0.925,62.200000000000045,0.8945047489823609,Low Risk,0.0810990502035278
C00226,40,37,3,607.3,543.5,0.075,0.925,63.79999999999996,0.8949448378066854,Low Risk,0.0810110324386629
C00636,39,36,3,502.8,455.0,0.0769230769230769,0.9230769230769232,47.80000000000001,0.9049323786793954,Low Risk,0.0805519858025824
C00213,39,36,3,525.6,475.7,0.0769230769230769,0.9230769230769232,49.900000000000034,0.9050608828006088,Low Risk,0.0805262849783397
C00572,40,37,3,586.4,526.5,0.075,0.925,59.89999999999998,0.8978512960436562,Low Risk,0.0804297407912687
C00798,41,38,3,542.6,484.4,0.073170731707317,0.926829268292683,58.200000000000045,0.8927386656837448,Low Risk,0.0799888522291046
C00533,42,39,3,584.9,519.3,0.0714285714285714,0.9285714285714286,65.60000000000002,0.887844075910412,Low Risk,0.0795740419607747
C01000,39,36,3,533.8,485.7,0.0769230769230769,0.9230769230769232,48.099999999999966,0.9098913450730612,Low Risk,0.0795601925238493
C00619,39,36,3,581.5,529.2,0.0769230769230769,0.9230769230769232,52.29999999999996,0.9100601891659502,Low Risk,0.0795264237052714
C00117,55,51,4,797.0,713.2,0.0727272727272727,0.9272727272727272,83.79999999999995,0.8948557089084066,Low Risk,0.0792106764001368
C00596,39,36,3,549.4,501.6,0.0769230769230769,0.9230769230769232,47.79999999999996,0.9129959956315982,Low Risk,0.0789392624121419
C01137,40,37,3,582.1,527.4,0.075,0.925,54.700000000000045,0.9060298917711732,Low Risk,0.0787940216457653
C00700,39,36,3,586.1,535.9,0.0769230769230769,0.9230769230769232,50.200000000000045,0.9143490871864868,Low Risk,0.0786686441011641
C01190,38,35,3,579.2,535.3,0.0789473684210526,0.9210526315789472,43.90000000000009,0.9242058011049722,Low Risk,0.0783167345158476
C00066,42,39,3,558.8,500.8,0.0714285714285714,0.9285714285714286,57.99999999999994,0.8962061560486758,Low Risk,0.0779016259331219
C00169,40,37,3,590.4,538.1,0.075,0.925,52.29999999999996,0.9114159891598916,Low Risk,0.0777168021680216
C00813,43,40,3,661.1,591.9,0.0697674418604651,0.9302325581395348,69.20000000000005,0.8953259718650733,Low Risk,0.0767487591153574
C01165,41,38,3,588.9,535.3,0.073170731707317,0.926829268292683,53.60000000000002,0.9089828493802004,Low Risk,0.0767400154898135
C00553,41,38,3,599.4,545.7,0.073170731707317,0.926829268292683,53.69999999999993,0.9104104104104104,Low Risk,0.0764545032837715
C00868,28,26,2,429.9,388.9,0.0714285714285714,0.9285714285714286,41.0,0.9046289834845312,Low Risk,0.0762170604459508
C01069,43,40,3,633.3,568.9,0.0697674418604651,0.9302325581395348,64.39999999999998,0.8983104373914417,Low Risk,0.0761518660100837
C00992,43,40,3,591.4,532.2,0.0697674418604651,0.9302325581395348,59.19999999999993,0.8998985458234698,Low Risk,0.0758342443236781
C00480,43,40,3,605.7,545.9,0.0697674418604651,0.9302325581395348,59.80000000000007,0.9012712563975565,Low Risk,0.0755597022088608
C01120,27,25,2,367.5,337.8,0.074074074074074,0.925925925925926,29.69999999999999,0.9191836734693878,Low Risk,0.0754225245653817
C01131,43,40,3,594.0,536.2,0.0697674418604651,0.9302325581395348,57.79999999999996,0.9026936026936028,Low Risk,0.0752752329496515
C00275,41,38,3,575.4,528.3,0.073170731707317,0.926829268292683,47.10000000000002,0.9181438998957246,Low Risk,0.0749078053867087
C00544,44,41,3,605.5,544.4,0.0681818181818181,0.9318181818181818,61.10000000000002,0.8990916597853014,Low Risk,0.0747271225883942
C00157,56,52,4,792.3,722.9,0.0714285714285714,0.9285714285714286,69.39999999999998,0.9124069165720056,Low Risk,0.074661473828456
C00483,42,39,3,611.4,558.5,0.0714285714285714,0.9285714285714286,52.89999999999998,0.9134772652927708,Low Risk,0.0744474040843029
C00134,40,37,3,540.8,502.1,0.075,0.925,38.69999999999993,0.9284393491124262,Low Risk,0.0743121301775147
C01057,43,40,3,524.3,476.8,0.0697674418604651,0.9302325581395348,47.49999999999994,0.9094030135418656,Low Risk,0.0739333507799989
C00938,29,27,2,422.2,382.8,0.0689655172413793,0.9310344827586208,39.39999999999998,0.9066792989104692,Low Risk,0.0738365540110096
C01004,57,53,4,804.8,733.7,0.0701754385964912,0.9298245614035088,71.09999999999991,0.9116550695825052,Low Risk,0.0738093369606919
C00758,44,41,3,627.4,568.3,0.0681818181818181,0.9318181818181818,59.10000000000002,0.9058017213898628,Low Risk,0.0733851102674819
C00650,43,40,3,610.0,556.5,0.0697674418604651,0.9302325581395348,53.5,0.9122950819672132,Low Risk,0.0733549370949294
C00852,41,38,3,564.8,523.5,0.073170731707317,0.926829268292683,41.29999999999996,0.9268767705382436,Low Risk,0.0731612312582049
C00962,58,54,4,791.6,721.2,0.0689655172413793,0.9310344827586208,70.39999999999998,0.911066195048004,Low Risk,0.0729591747835026
C00421,32,30,2,474.2,421.2,0.0625,0.9375,53.0,0.8882328131590046,Low Risk,0.072353437368199
C00854,45,42,3,678.3,614.2,0.0666666666666666,0.9333333333333332,64.09999999999991,0.905499041721952,Low Risk,0.0722335249889429
C00923,47,44,3,661.8000000000001,591.8,0.0638297872340425,0.9361702127659576,70.00000000000011,0.8942278634028406,Low Risk,0.0722182571066659
C00259,46,43,3,657.1,592.1,0.0652173913043478,0.9347826086956522,65.0,0.9010805052503424,Low Risk,0.0719578119934097
C00696,44,41,3,626.3,573.6,0.0681818181818181,0.9318181818181818,52.69999999999993,0.9158550215551654,Low Risk,0.0713744502344214
C01124,44,41,3,628.2,577.2,0.0681818181818181,0.9318181818181818,51.0,0.9188156638013372,Low Risk,0.0707823217851871
C00182,45,42,3,658.5,601.3,0.0666666666666666,0.9333333333333332,57.200000000000045,0.9131359149582384,Low Risk,0.0707061503416856
C00977,46,43,3,644.0,586.0,0.0652173913043478,0.9347826086956522,58.0,0.9099378881987578,Low Risk,0.0701863354037267
C00494,31,29,2,428.1,388.4,0.064516129032258,0.935483870967742,39.69999999999999,0.907264657790236,Low Risk,0.0701599716677592
C00721,32,30,2,429.7,386.4,0.0625,0.9375,43.30000000000001,0.8992320223411683,Low Risk,0.0701535955317663
C00126,45,42,3,645.5,591.4,0.0666666666666666,0.9333333333333332,54.10000000000002,0.9161890007745932,Low Risk,0.0700955331784146
C00592,58,54,4,856.8,795.6,0.0689655172413793,0.9310344827586208,61.19999999999993,0.9285714285714286,Low Risk,0.0694581280788177
C00794,33,31,2,476.3,426.4,0.0606060606060606,0.9393939393939394,49.900000000000034,0.8952340961578836,Low Risk,0.0694380292532717
C00855,46,43,3,608.0,556.5,0.0652173913043478,0.9347826086956522,51.5,0.915296052631579,Low Risk,0.0691147025171624
C01072,32,30,2,427.2,387.4,0.0625,0.9375,39.80000000000001,0.9068352059925092,Low Risk,0.0686329588014981
C00263,46,43,3,625.4,577.0,0.0652173913043478,0.9347826086956522,48.39999999999998,0.9226095299008636,Low Risk,0.0676520070633055
C00937,32,30,2,466.5,427.9,0.0625,0.9375,38.60000000000002,0.9172561629153267,Low Risk,0.0665487674169346
C00209,36,34,2,503.4,448.9,0.0555555555555555,0.9444444444444444,54.5,0.8917361938816051,Low Risk,0.0660972056681234
C00955,32,30,2,423.6,389.9,0.0625,0.9375,33.700000000000045,0.9204438149197356,Low Risk,0.0659112370160529
C00913,34,32,2,485.6,439.9,0.0588235294117647,0.9411764705882352,45.700000000000045,0.9058896210873144,Low Risk,0.0658808993119488
C00797,33,31,2,455.3,416.4,0.0606060606060606,0.9393939393939394,38.900000000000034,0.9145618273665714,Low Risk,0.0655724830115341
C01188,47,44,3,646.0,599.3,0.0638297872340425,0.9361702127659576,46.700000000000045,0.9277089783281732,Low Risk,0.0655220341215993
C00028,51,48,3,698.9,634.9,0.0588235294117647,0.9411764705882352,64.0,0.9084275289741022,Low Risk,0.0653733177345913
C00910,51,48,3,699.3,636.4,0.0588235294117647,0.9411764705882352,62.89999999999998,0.91005291005291,Low Risk,0.0650482415188297
C00526,50,47,3,662.2,606.4,0.06,0.94,55.80000000000007,0.9157354273633342,Low Risk,0.0648529145273331
C00283,33,31,2,464.7,426.7,0.0606060606060606,0.9393939393939394,38.0,0.9182268129976328,Low Risk,0.0648394858853218
C00215,33,31,2,483.6,444.4,0.0606060606060606,0.9393939393939394,39.19999999999999,0.9189412737799836,Low Risk,0.0646965937288517
C00613,34,32,2,480.3,438.5,0.0588235294117647,0.9411764705882352,41.80000000000001,0.9129710597543202,Low Risk,0.0644646115785477
C00450,35,33,2,484.7,440.0,0.0571428571428571,0.9428571428571428,44.69999999999999,0.9077780070146484,Low Risk,0.064158684311356
C00677,32,30,2,428.6,398.4,0.0625,0.9375,30.200000000000045,0.9295380307979468,Low Risk,0.0640923938404106
C00020,49,46,3,660.6,611.3,0.0612244897959183,0.9387755102040816,49.30000000000007,0.9253708749621556,Low Risk,0.0639054168443035
C00685,51,48,3,723.1,666.6,0.0588235294117647,0.9411764705882352,56.5,0.9218641958235376,Low Risk,0.0626859843647042
C00985,36,34,2,506.7,460.8,0.0555555555555555,0.9444444444444444,45.89999999999998,0.9094138543516874,Low Risk,0.0625616735741069
C00831,36,34,2,525.2,478.2,0.0555555555555555,0.9444444444444444,47.00000000000006,0.9105102817974104,Low Risk,0.0623423880849623
C00512,34,32,2,488.1,451.4,0.0588235294117647,0.9411764705882352,36.700000000000045,0.9248104896537592,Low Risk,0.0620967255986599
C00102,36,34,2,513.7,469.6,0.0555555555555555,0.9444444444444444,44.10000000000002,0.9141522289273896,Low Risk,0.0616139986589665
C00294,54,51,3,756.1,692.0,0.0555555555555555,0.9444444444444444,64.10000000000002,0.9152228541198254,Low Risk,0.0613998736204793
C00435,37,35,2,570.9,520.9,0.054054054054054,0.945945945945946,50.0,0.9124189875634964,Low Risk,0.0607594457305439
C00451,34,32,2,512.0,478.8,0.0588235294117647,0.9411764705882352,33.19999999999999,0.93515625,Low Risk,0.0600275735294117
C00119,34,32,2,444.5,415.8,0.0588235294117647,0.9411764705882352,28.69999999999999,0.9354330708661418,Low Risk,0.0599722093561834
C00004,35,33,2,493.9,460.9,0.0571428571428571,0.9428571428571428,33.0,0.933184855233853,Low Risk,0.0590773146675151
C00462,38,36,2,537.7,493.4,0.0526315789473684,0.9473684210526316,44.30000000000007,0.9176120513297376,Low Risk,0.0585828528919472
C00603,37,35,2,569.8,527.2,0.054054054054054,0.945945945945946,42.59999999999991,0.9252369252369254,Low Risk,0.0581958581958581
C01147,36,34,2,460.9,430.2,0.0555555555555555,0.9444444444444444,30.69999999999999,0.9333911911477544,Low Risk,0.0577662062148935
